student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail
S02041,Male,18,Bachelor,Medium,Yes,Moderate,3.64,79.9,6.28,0.8,69.6,60.2,5,Yes,64.1,66.9,73.4,81.9,70.7,2.64,Pass
S02042,Male,15,High School,Medium,Yes,Noisy,4.49,85.9,7.65,1.1,49.5,33.3,2,Yes,50.3,58.1,64,59.7,59.7,2.39,Pass
S02043,Male,15,Master,Medium,Yes,Moderate,1.63,73,5.8,1.5,84,65.8,2,No,40.4,34.9,41.1,45.9,42.3,1.7,Fail
S02044,Male,16,Bachelor,Medium,Yes,Quiet,1.99,83.5,5.9,4.2,81.9,67,2,No,46.8,48.6,54.6,48.7,50,2.26,Pass
S02045,Female,17,Bachelor,Medium,Yes,Quiet,3.61,89.1,7.61,3.1,78.9,62.6,1,Yes,11.5,22.6,15.9,28.3,20.5,0.66,Fail
S02046,Female,15,High School,Low,Yes,Noisy,4.93,78.3,5.77,0.6,70.4,90,0,No,86.7,78.5,92.3,71.5,76.9,3.24,Pass
S02047,Female,16,High School,Low,Yes,Moderate,3.34,92.4,6.23,1.9,82.1,66,3,Yes,51.7,54.9,55.6,64,55.9,2.8,Pass
S02048,Male,18,PhD,Low,No,Noisy,1.67,93.5,6.02,2.5,86.4,91.7,5,Yes,48.1,54.3,55.4,53.6,54.1,1.91,Pass
S02049,Male,18,Master,High,Yes,Moderate,1.69,72.9,7.17,6.9,100,77.6,1,No,28.7,42.6,43.1,42.3,41,1.75,Fail
S02050,Male,16,High School,Low,Yes,Noisy,3.16,77.4,7.59,2.5,88,78.3,0,Yes,52.6,58.6,52.9,38.9,53.8,1.86,Pass
S02051,Female,18,High School,High,Yes,Noisy,3.43,71.6,7.61,3.2,88.8,82.8,1,No,48.8,46.5,62.5,51.5,53.3,2.14,Pass
S02052,Male,18,High School,Low,Yes,Moderate,2.73,89.2,6.42,1,68.8,75.5,3,Yes,57.9,53.2,51.8,53.2,52.7,2.07,Pass
S02053,Female,17,Bachelor,Medium,Yes,Moderate,1.71,86.3,6.83,3.6,65.7,64.1,1,Yes,24.1,32.2,41.3,29.9,30.6,0.7,Fail
S02054,Female,18,Master,High,Yes,Moderate,4.32,69,7.74,4.6,65.3,77.2,3,No,31.3,47.9,44.9,41.7,41,1.38,Fail
S02055,Male,15,Bachelor,Medium,Yes,Quiet,2.58,78.5,6.47,2.3,75.6,83,1,Yes,24.5,30.3,22.5,32,28.8,1.25,Fail
S02056,Male,18,Bachelor,Low,Yes,Quiet,3.63,88.1,6.09,3.4,80.9,77.7,2,No,51,35.8,70.7,62.1,52.4,2.47,Pass
S02057,Female,16,Master,Low,Yes,Quiet,0.87,86.1,6.36,3.4,83.2,47.8,5,Yes,38.4,34.3,41.8,41.9,36.2,1.38,Fail
S02058,Male,17,Bachelor,High,Yes,Quiet,4.44,97.1,6.39,2.6,67.7,82.1,4,No,53.2,70,60.7,71.1,65.7,2.88,Pass
S02059,Female,18,High School,Medium,Yes,Quiet,2.18,73.5,7.03,4.4,46.4,81.1,4,Yes,35.8,29.8,44.4,28.8,36.6,0.87,Fail
S02060,Male,16,Bachelor,Medium,Yes,Moderate,4.61,84.9,6.97,1.3,73.7,82.7,2,No,54.7,54.6,42.6,50.4,51.4,2.04,Pass
S02061,Male,15,PhD,Medium,Yes,Noisy,3.74,75,6.83,1.2,94.1,65.3,2,No,41.9,65.6,53.2,48.5,52.4,2.39,Pass
S02062,Female,18,Master,Medium,Yes,Moderate,1.29,86.1,6.2,2.5,74.4,58.9,1,No,27.2,48.2,43.7,16.6,31.3,1.6,Fail
S02063,Male,17,Bachelor,Low,Yes,Moderate,3.29,83.2,6.07,1.9,78.9,69.4,0,No,50.4,52.1,44.2,50.8,48.5,1.74,Fail
S02064,Female,18,Bachelor,Medium,Yes,Quiet,4.99,87.7,7.65,0,56.1,84.1,6,Yes,67.7,52.9,61.8,62.6,61.2,2.29,Pass
S02065,Male,16,Master,Medium,Yes,Quiet,2.28,80.9,7.34,1.4,81.9,48.3,2,Yes,61.9,47.6,46.6,58.7,53.2,1.99,Pass
S02066,Female,17,Bachelor,Low,Yes,Moderate,4.99,92.6,6.57,0,86.1,70.5,1,No,81.3,72.1,63.1,85.5,77.7,2.85,Pass
S02067,Female,18,High School,Medium,Yes,Noisy,3.46,77.9,6.94,2,71.5,40.1,0,No,57.1,51,37.7,58.8,48.3,1.93,Fail
S02068,Male,15,PhD,High,Yes,Quiet,4.61,74.8,8.21,3.6,94.5,48.8,1,Yes,57.7,55.8,49.1,51.3,51.3,1.97,Pass
S02069,Female,17,Master,High,Yes,Moderate,3.19,87.3,6.93,2.6,98,86.3,3,No,50,60.7,48.6,50.1,52.5,1.88,Pass
S02070,Male,15,High School,Low,Yes,Moderate,2.85,100,6.99,2.7,100,74,0,No,54.7,54.9,52.8,51.9,53.5,2.17,Pass
S02071,Male,16,Bachelor,Medium,Yes,Quiet,5.2,69.8,8.53,2.3,66.1,53.2,4,No,45.1,50.4,58.8,58.4,54.6,2.33,Pass
S02072,Male,18,Bachelor,High,Yes,Quiet,3.87,73.6,8.07,2.8,84.3,79.6,2,Yes,52.8,40.7,56,48.7,54.6,1.97,Pass
S02073,Female,15,High School,Low,Yes,Moderate,2.72,87.3,6.36,6.7,62.2,60.8,3,No,37.1,39,38.4,45.9,41.6,1.85,Fail
S02074,Female,16,PhD,Low,No,Moderate,3.51,96.3,8.07,2,89.1,76.3,5,No,57.7,58.8,46.9,51,52.8,2.28,Pass
S02075,Male,18,Bachelor,High,Yes,Quiet,2.32,88.1,6.83,2.5,87.3,76.6,2,No,56.3,23.3,36.4,39.6,35.8,1.32,Fail
S02076,Male,16,Master,Medium,Yes,Quiet,3.13,78.9,5.95,1.2,51.1,80.1,1,No,57,57.7,60.2,65.8,60.2,2.58,Pass
S02077,Female,15,High School,Medium,Yes,Moderate,4.43,89.2,8.3,0,84.1,83.5,3,No,63.2,51.2,47.1,59.2,52,2.34,Pass
S02078,Male,16,Bachelor,Medium,Yes,Quiet,2.81,90.2,6.29,2.9,77,67,1,No,19.8,37.5,31.7,32.8,31.5,1.3,Fail
S02079,Male,17,High School,High,Yes,Noisy,1.95,78.2,6.49,4.2,62.2,66.6,2,No,54.8,43.2,46.3,44.9,45.1,1.82,Fail
S02080,Female,18,Master,Medium,Yes,Quiet,1.84,93.2,6.62,6,75.6,90.2,4,Yes,37.8,31.8,35.7,33.1,33.5,1.27,Fail
S02081,Male,16,Bachelor,High,Yes,Quiet,3.09,84.7,9.04,2.2,100,56.8,1,No,54.7,65.8,65.4,56.7,57.1,1.66,Pass
S02082,Female,15,Bachelor,Medium,No,Quiet,2.03,67.5,6.05,2.1,88.6,77.7,2,No,41.2,54.6,43.4,52.9,50.1,1.74,Pass
S02083,Male,18,High School,Medium,Yes,Noisy,1.28,83.7,6.4,3.9,67.6,60.1,0,No,33.2,33.2,30.1,37.4,39.2,1.55,Fail
S02084,Female,17,High School,Medium,Yes,Moderate,1.56,79.3,6.66,5.1,75,70.8,1,Yes,31.6,25.8,44.1,35.5,35,1.42,Fail
S02085,Male,18,High School,Low,Yes,Noisy,4.41,98,7.53,0.6,51,96.6,3,No,62,62.5,58.7,76.8,59.7,2.47,Pass
S02086,Male,17,High School,Medium,Yes,Moderate,2.83,71.7,6.93,3.5,63.8,51.5,0,Yes,54.6,49.5,30.8,34.6,39.4,1.55,Fail
S02087,Female,18,Bachelor,Medium,Yes,Noisy,3.07,80.2,6.33,5.2,100,48.5,3,Yes,53.7,32.7,38.9,49.6,39.9,1.9,Fail
S02088,Male,16,Bachelor,High,Yes,Noisy,1.84,87.6,7.62,2.1,93.8,91.2,2,Yes,82.4,64.3,84.9,75.8,74.7,2.69,Pass
S02089,Female,16,Bachelor,Medium,Yes,Quiet,2.3,100,8.36,0.8,86.8,73.6,1,Yes,62.2,63.8,66.3,66.8,66,2.58,Pass
S02090,Male,15,Bachelor,Medium,Yes,Noisy,2.26,100,5.38,3.7,85.9,59.4,4,No,38,37.5,48.1,46.8,40.5,1.73,Fail
S02091,Female,17,High School,Medium,Yes,Noisy,2.67,84.5,6.32,0.5,100,68.1,0,No,39,54.1,62.5,46.3,48.4,1.87,Fail
S02092,Female,15,High School,Medium,No,Noisy,1.01,88.5,7.51,4.3,84.8,67,0,Yes,27.6,26,17.2,21.3,22.6,1.13,Fail
S02093,Female,16,High School,Medium,No,Noisy,4.31,91,5.77,5.5,75.8,65.8,1,Yes,50.1,65.1,54.2,56.9,57.6,2.68,Pass
S02094,Female,17,Master,Low,Yes,Moderate,2.98,74.9,6.85,1.7,78.6,90.3,1,No,41.3,51.4,48.8,48.8,46.3,1.78,Fail
S02095,Male,15,Bachelor,High,Yes,Noisy,3.24,85.1,8.27,5,76.1,56.3,3,No,37.9,28.8,46.5,30.9,36.1,1.59,Fail
S02096,Male,15,High School,Medium,Yes,Moderate,4.1,98.6,7.62,3.4,75.9,66.7,3,No,55.1,60.3,59.8,61.3,59.4,2.78,Pass
S02097,Female,15,High School,Medium,Yes,Moderate,4.01,86.4,7.52,4.6,100,53.9,2,No,68.3,53.1,48.6,50.3,55.4,2.3,Pass
S02098,Female,15,Master,Medium,Yes,Quiet,2.31,100,7.75,1.5,64.1,66.9,4,Yes,58.3,48.3,68.1,68.2,59.2,2.28,Pass
S02099,Female,15,Bachelor,Medium,Yes,Moderate,3.73,80.5,7.32,3.4,72.4,60.2,0,No,36.5,38.7,45.4,44.9,42.2,1.66,Fail
S02100,Male,17,Bachelor,Medium,Yes,Moderate,3.71,84.1,6.66,2.9,52.6,74.7,2,No,56.5,52.4,47.4,51.9,52.3,1.9,Pass
S02101,Male,15,Bachelor,Low,Yes,Moderate,3.38,84.2,7.96,1.3,95.2,67.8,2,No,44.6,55.7,47.6,61.4,53.8,2.35,Pass
S02102,Male,17,High School,High,Yes,Noisy,4.27,72,6.52,2,85.1,78.8,1,No,72.8,61.5,57.9,76,66.6,2.8,Pass
S02103,Male,15,PhD,Low,Yes,Moderate,3.96,96.1,6.84,3.4,100,90.1,2,Yes,68.9,60.2,57.6,62.7,63.8,2.25,Pass
S02104,Female,16,Master,Medium,Yes,Moderate,3.87,81.7,5.34,0.8,70.4,52.4,1,No,51.4,46.4,56.9,52.8,54.4,1.78,Pass
S02105,Female,16,High School,Low,Yes,Quiet,4.64,87.6,6.52,0.7,68.1,72.2,1,No,57.5,49.6,63.7,46.2,53,2.25,Pass
S02106,Female,15,Master,Medium,Yes,Quiet,3.03,79,7.08,0.6,62.5,46.2,3,No,54.1,52.5,56.9,65.3,57.3,2.19,Pass
S02107,Male,18,Master,Low,Yes,Moderate,3.07,100,7.03,1.3,86.8,70.8,0,No,60,53,54.2,64.5,60.4,2.19,Pass
S02108,Male,16,High School,Medium,No,Moderate,3.98,97.3,7.92,2.9,74.7,78.3,3,No,55.1,45,42.9,48.3,49.3,2.07,Fail
S02109,Male,17,Bachelor,Medium,Yes,Quiet,2.79,85.6,6.56,1.7,84.5,65.1,3,No,66.2,60.6,50.9,49.5,57,2.15,Pass
S02110,Female,15,High School,Low,Yes,Quiet,3.58,72.8,6.6,4.4,73.6,75.9,2,No,40.4,56.2,39.9,49.3,48.7,1.88,Fail
S02111,Female,17,High School,Medium,Yes,Quiet,2.33,92.4,6.46,0.3,100,74.8,2,Yes,59.3,59.1,43.5,35.6,49.7,2.39,Fail
S02112,Male,18,Bachelor,High,Yes,Moderate,0.5,95.8,7.24,3.3,99,78.7,5,No,45,47.2,49.8,61.3,51.1,1.95,Pass
S02113,Female,15,High School,Medium,Yes,Moderate,3.72,75.7,8.55,1.9,81.3,52,2,No,71.1,70.4,67,62.5,69.7,2.68,Pass
S02114,Male,16,Master,High,Yes,Quiet,1.14,83.6,4.69,2.3,95.8,86.3,3,No,38.6,38.4,38.2,26.5,36.7,0.98,Fail
S02115,Male,17,PhD,High,No,Moderate,2.16,85.8,6.51,3.5,78,65.2,3,Yes,23.7,30.7,24.2,31.9,29.3,0.7,Fail
S02116,Female,16,High School,High,Yes,Quiet,3.98,95.9,6.65,0,79.3,45.2,4,No,58.8,55.2,50.4,72.9,59.3,2.36,Pass
S02117,Male,16,Bachelor,High,Yes,Moderate,4,83.5,4.87,0,47.5,56.2,2,No,56.1,39.6,41.1,43.9,45.5,1.96,Fail
S02118,Female,15,Master,Medium,Yes,Quiet,4.41,94.6,6.88,2.4,87.6,51.1,4,No,82,80.8,90,68.2,81.8,3.16,Pass
S02119,Male,17,Master,High,Yes,Noisy,0.58,77.3,6.65,2.2,80.3,62,3,No,20.5,26,35.1,19.1,26.6,1.13,Fail
S02120,Female,18,Master,High,Yes,Quiet,3.36,74.4,6.56,0.4,93.2,57.1,2,No,71.9,56.7,67.7,59,61.6,2.29,Pass
S02121,Female,16,High School,High,Yes,Moderate,2.69,100,5.9,5.5,90.7,47,2,No,34.7,30.4,34.6,36.9,33.7,1.15,Fail
S02122,Female,15,Bachelor,Low,Yes,Moderate,4.19,71.9,6.91,0.8,68.8,44.9,2,Yes,54.4,61.7,59.5,52.3,59.4,2.62,Pass
S02123,Male,15,Bachelor,High,Yes,Quiet,4.77,77.5,5.83,1.7,77.1,69.6,0,No,50.9,46,40.5,42,45,1.62,Fail
S02124,Male,18,PhD,Medium,Yes,Quiet,1.43,92.8,6.16,4.2,72.8,91.3,0,No,49.7,42,33.2,44.4,41.2,1.63,Fail
S02125,Female,15,High School,Medium,Yes,Quiet,3.02,79.7,6.8,1.5,95.7,72,0,Yes,61.3,54.2,57.2,57.9,59.1,2.3,Pass
S02126,Female,16,Master,Low,Yes,Noisy,4,79.4,8.02,1.2,100,61.1,2,Yes,40.4,50.9,52.9,49.7,49,2.38,Fail
S02127,Male,15,High School,Low,Yes,Quiet,2.59,83,7.41,3.1,92,54.1,3,No,46.2,59.2,56.1,38.4,50.8,2.12,Pass
S02128,Male,17,PhD,High,Yes,Moderate,5.09,63.4,7.61,1.4,100,50.8,1,Yes,38.3,51.3,57.3,59.6,51,2.15,Pass
S02129,Male,17,Bachelor,Medium,Yes,Moderate,2.52,96.2,8.96,3.1,87.9,66.1,0,No,43.7,47.5,33.9,44.5,42.9,1.34,Fail
S02130,Female,16,Bachelor,Medium,Yes,Quiet,2.64,86.8,7.44,3.3,65.4,67,1,No,53.9,30.4,42,64.6,48.9,2.04,Fail
S02131,Male,17,Bachelor,High,Yes,Quiet,1.71,76.9,5.95,3.1,59.2,78.3,0,No,47.7,50.6,54.7,55.3,53.2,2.52,Pass
S02132,Male,18,High School,Low,Yes,Noisy,3.18,67.8,6.44,4.3,66.2,64.6,2,No,45.8,47.2,37.5,37.9,44.7,1.61,Fail
S02133,Female,15,High School,Medium,Yes,Quiet,0.5,71.3,6.14,1.9,73.2,90.8,3,Yes,38.4,36.6,35.3,50.5,40.3,1.33,Fail
S02134,Male,16,High School,Medium,Yes,Quiet,2.7,69.1,6.86,1.7,69.8,50.6,0,Yes,50.7,36,47.4,42.9,43.7,1.7,Fail
S02135,Male,18,High School,Medium,Yes,Moderate,4.52,87.3,6.59,2.4,80.8,53.1,2,No,51.2,55.4,45,59.4,57.6,2.46,Pass
S02136,Male,15,High School,Medium,Yes,Quiet,1.32,87.4,6.06,0,77.3,76.2,4,No,66.7,43.6,61.8,42.6,56.7,2.06,Pass
S02137,Female,18,Master,Low,Yes,Moderate,1.06,91.1,7.92,2.8,81.1,62.7,2,No,41.2,35.5,28.6,40.5,37.6,1.82,Fail
S02138,Female,16,Bachelor,Low,Yes,Quiet,4.34,92.3,8,2,100,61.6,2,No,60.3,70.5,65.7,69.7,64.2,2.59,Pass
S02139,Female,16,High School,Medium,No,Noisy,4.5,91.3,7.18,3.1,93.1,58.3,3,No,40.9,53.4,63,56.4,52.7,2.38,Pass
S02140,Female,18,Master,High,Yes,Moderate,1.37,100,6,1.2,84,49.2,3,No,58.1,69.8,55.9,59.2,60.8,2.61,Pass
S02141,Female,15,Bachelor,Medium,Yes,Noisy,5.08,97,7.12,4.5,95.9,38.5,1,No,58.2,61.4,61.4,61.8,61.1,2.35,Pass
S02142,Female,17,PhD,Low,Yes,Quiet,3.52,94.6,6.39,2.2,67.9,59.9,2,Yes,39.5,42.8,59.8,45.1,43.1,2.15,Fail
S02143,Female,17,Bachelor,Low,Yes,Quiet,4.26,87.4,8.29,3.8,67.3,53,3,No,55,54.3,47.3,50.8,53.3,2.12,Pass
S02144,Male,18,High School,High,Yes,Noisy,2.05,92.2,5.8,1.7,93.7,74.4,2,No,53.6,48.8,54.8,38.1,49.6,1.92,Fail
S02145,Male,16,Bachelor,High,Yes,Quiet,4.79,80.9,7.66,3.2,80,69.2,0,Yes,58.9,66.5,61.1,57.7,63.7,2.74,Pass
S02146,Female,15,Bachelor,Medium,Yes,Moderate,2.68,82.8,7.64,0.2,81.8,60.3,1,Yes,52.5,46.9,60.6,59,54.9,2.23,Pass
S02147,Male,15,High School,Low,No,Quiet,2.63,100,7.9,0,62.9,62.3,3,Yes,72.4,73,63.7,81.7,70.9,2.54,Pass
S02148,Male,16,High School,Medium,Yes,Noisy,3.58,79.4,7.2,2.2,72.9,86.4,2,Yes,42.7,51,35.3,42.2,44.4,1.42,Fail
S02149,Female,17,High School,Medium,Yes,Quiet,2.53,78.7,6.67,2.5,73.9,57.7,4,Yes,19.1,34.2,32.2,43,32.8,1,Fail
S02150,Male,15,High School,Medium,Yes,Moderate,1.18,81.4,9.39,2.4,72.8,84.1,2,No,38.7,44.2,37.1,40.4,36.7,1.85,Fail
S02151,Male,18,Bachelor,Medium,Yes,Moderate,3.16,79.5,6.12,2.1,100,90.3,2,No,50.6,53.6,58.5,62.1,55.4,1.92,Pass
S02152,Male,17,Bachelor,Medium,Yes,Quiet,2.62,80.4,7.72,1.9,100,74.4,2,Yes,56.5,44.3,47.6,48.9,49.1,2.06,Fail
S02153,Male,18,High School,High,Yes,Quiet,2.08,87.4,7.02,3.5,97.1,64.3,1,No,54.6,46.7,51.5,51.2,49.2,1.76,Fail
S02154,Male,17,Bachelor,Low,No,Noisy,4.49,87.8,7.34,5.2,81.4,67,3,No,58.6,60.3,54.2,66,57.3,2.11,Pass
S02155,Female,16,Bachelor,High,Yes,Moderate,5.87,94.1,7.34,6.4,71.2,81.5,2,No,61.7,56.2,50.4,51.4,57.3,2.4,Pass
S02156,Female,18,High School,Medium,No,Moderate,1.9,100,5.92,4.1,64.5,64.9,1,Yes,43.7,36.3,32.9,40,41,1.27,Fail
S02157,Female,18,High School,Medium,Yes,Moderate,3.24,81.3,5.66,0,85.1,100,0,No,39.3,39.6,35.4,57.5,42.6,1.93,Fail
S02158,Male,16,High School,Medium,Yes,Quiet,2.52,84.3,5.72,4.1,99.1,58.2,6,No,29.2,45.3,37.7,30.2,37.1,1.6,Fail
S02159,Female,18,High School,Medium,Yes,Moderate,5.75,66.6,6.55,4.1,91.7,80.5,0,No,73.1,73.5,68.7,64.3,72.8,2.83,Pass
S02160,Male,17,High School,Medium,Yes,Moderate,3.59,72.1,7.25,2.3,81.5,84.1,5,Yes,44.7,46.5,49.6,24.8,41,1.69,Fail
S02161,Male,15,High School,Medium,Yes,Moderate,4.11,83.5,6.31,3.9,90,45.4,4,No,40,59.8,57.7,49,49.4,1.81,Fail
S02162,Male,15,Bachelor,Low,Yes,Quiet,4.42,89.6,5.56,3,79.7,73.1,2,No,55.1,67.5,62.2,48.9,61.4,2.51,Pass
S02163,Male,16,Bachelor,Medium,Yes,Noisy,3.16,89.9,7.92,2.5,75.8,65.4,1,Yes,45.1,48.3,53.4,38,48.5,2.08,Fail
S02164,Female,17,High School,Medium,Yes,Quiet,2.78,91.2,5.46,2.9,64.8,65.2,6,No,79.6,69.4,80.6,74.1,80.8,2.98,Pass
S02165,Female,18,High School,Low,No,Quiet,4.82,97.6,7.48,1.7,75.1,85,3,No,96.9,78.9,79.1,88,82.6,3.41,Pass
S02166,Male,18,Bachelor,High,Yes,Noisy,3.93,100,6.25,0,84.6,66.7,3,Yes,50.3,55.3,69.5,60.8,62,2.38,Pass
S02167,Female,15,Master,Low,Yes,Moderate,1.98,82.6,8.22,0,73.7,91.6,2,No,51.5,40.1,41.5,59.1,49.8,2.25,Fail
S02168,Male,18,Master,Medium,Yes,Quiet,2.13,77,6.47,3.9,62.9,51.1,4,No,16.3,14.6,22.8,7.7,19.2,0.76,Fail
S02169,Female,15,Bachelor,Low,Yes,Moderate,2.53,91.5,5.24,1,81.7,52.5,3,No,29.8,42.4,45,52.9,41.9,1.15,Fail
S02170,Female,16,High School,Medium,Yes,Moderate,4.39,94.3,6.96,0.2,84.6,65.4,3,No,64.7,59.6,64.9,56.1,61.7,2.49,Pass
S02171,Male,18,High School,Medium,Yes,Quiet,4.77,86.4,6.16,0.2,74.5,60.6,1,No,73.7,78.2,67.4,69.1,70.9,2.83,Pass
S02172,Female,17,Master,Medium,Yes,Moderate,5.58,83.2,7.81,1.8,79.7,57.6,6,Yes,56.2,57.8,65.9,65.4,60.4,2.55,Pass
S02173,Male,18,High School,Low,Yes,Quiet,2.15,80,7.33,4.8,42,35.5,3,No,37.7,27.8,29.5,28.3,29.2,1.46,Fail
S02174,Female,15,PhD,Low,Yes,Quiet,3.17,84.6,6.37,2.3,91.1,85.6,3,No,75.8,67.7,75.4,71.8,71.2,3.05,Pass
S02175,Male,16,Bachelor,Medium,Yes,Quiet,2.52,91.9,6,0.4,84.3,75.5,1,No,45.7,52.1,54.6,46.6,49.5,2.27,Fail
S02176,Male,15,Bachelor,Medium,Yes,Moderate,2.78,78.3,5.9,4.7,100,77.7,3,No,33.8,53.2,41.9,49.1,42.4,1.59,Fail
S02177,Female,18,High School,Medium,Yes,Quiet,4.12,77,6.41,3,76.8,58.4,0,No,52.1,63.9,73.3,53.4,62,2.64,Pass
S02178,Female,15,Bachelor,Low,Yes,Noisy,2.94,91,8.36,2,91,78.2,0,No,81.4,67.9,68.1,60.6,67.8,2.7,Pass
S02179,Male,15,Bachelor,High,Yes,Moderate,4.58,76.5,6.86,3.2,97.7,100,2,No,64.8,68.5,77.4,65.3,69.2,3.49,Pass
S02180,Female,16,High School,Low,Yes,Quiet,2.38,86.5,7.95,2.5,80.4,78.7,2,No,56.2,33.9,35.5,43.3,42.2,1.36,Fail
S02181,Female,17,High School,High,Yes,Moderate,3.89,86,5.52,1.4,85.2,70.1,0,Yes,43.3,61.3,63.4,56,58.5,2.34,Pass
S02182,Male,18,Master,Medium,Yes,Noisy,2.47,85,5.08,1.7,82.1,71.5,1,Yes,31.5,40.6,35,36.4,37.3,1.49,Fail
S02183,Male,16,Bachelor,Medium,Yes,Moderate,0.8,78.6,6.05,0.6,56,88.5,3,No,54.9,56.2,72.3,52.3,61,2.61,Pass
S02184,Female,17,Bachelor,Medium,Yes,Quiet,1.77,100,7.66,1.8,85.8,52.8,1,No,16.9,38.6,35.9,35.3,28.9,1.13,Fail
S02185,Male,15,High School,High,Yes,Quiet,3.15,89,6.71,3.9,65.9,68.3,4,No,35,27.2,38.4,43.3,35.5,1.77,Fail
S02186,Male,17,Bachelor,Medium,Yes,Noisy,5.31,79.9,7.89,3.9,67.1,70.5,4,Yes,50.9,60.7,67.1,64.3,60.3,2.48,Pass
S02187,Male,15,Bachelor,Medium,Yes,Quiet,2.45,88.3,8.26,2.2,87.9,75.6,2,No,39.9,40.1,43.2,36.5,40.4,1.85,Fail
S02188,Female,15,Bachelor,Medium,No,Quiet,2.8,100,6.04,2.3,99.4,59,3,No,57,57.8,52.6,68.7,57.7,2.24,Pass
S02189,Female,16,Bachelor,High,Yes,Moderate,3.59,85.9,7.83,0.9,91.7,40.1,2,Yes,57.8,60.3,66.2,62.6,58.8,2.67,Pass
S02190,Male,15,Bachelor,Medium,Yes,Quiet,2.28,100,8.39,3.1,88.7,70.9,1,No,56.8,51,51.3,49.1,52.1,2.35,Pass
S02191,Female,16,Bachelor,Low,Yes,Noisy,2.42,73.5,8.03,0.4,85.1,100,3,No,59.3,50.9,58.7,58.9,55,2.3,Pass
S02192,Male,17,High School,Low,Yes,Noisy,3.09,76.5,5.41,3.7,93,76.4,2,No,46.4,33,39.4,41.1,39.3,1.78,Fail
S02193,Female,17,Master,Low,Yes,Moderate,2.48,63.6,5.15,3.1,100,52.5,4,No,29.6,41.3,46.4,58.2,43.6,2.07,Fail
S02194,Male,15,Bachelor,Low,Yes,Noisy,0.86,100,6.55,2.1,71.3,62.6,2,No,38.6,40.4,36.3,40.4,36.1,1.49,Fail
S02195,Male,16,High School,Low,Yes,Moderate,2.22,68,6.59,3.2,71.8,66,1,No,36.7,44.4,38.3,48.4,42.6,1.6,Fail
S02196,Female,15,Bachelor,Medium,Yes,Moderate,3.74,86.7,7.84,2,91,93.7,4,No,56.1,67.5,56.7,71.6,59.1,2.11,Pass
S02197,Male,16,Master,Low,Yes,Moderate,3.78,100,6.03,2.8,54.4,68,0,Yes,38.8,42.4,51.1,50.4,44.3,1.48,Fail
S02198,Female,16,High School,Medium,Yes,Quiet,4.6,94.7,7.42,2.8,78.5,86.5,2,No,55.7,62.1,53.4,53.3,56.5,2.28,Pass
S02199,Female,16,High School,Medium,Yes,Noisy,4.51,88.8,5.92,4.2,83.9,73,0,No,73.2,60.5,74.6,54.6,67.8,2.52,Pass
S02200,Male,17,Bachelor,Low,Yes,Noisy,1.92,97.8,7.35,3.2,71.9,71.2,0,Yes,41.8,49.6,51.8,44.1,46.4,1.73,Fail
S02201,Male,16,High School,Low,No,Noisy,2.11,78.3,6.54,4.1,51.2,55,3,No,31.2,28.1,34,48.6,38.7,1.95,Fail
S02202,Female,17,Master,Low,Yes,Moderate,2.16,90.2,7.36,3.1,100,81.9,4,No,41.9,61.6,60.2,62.9,54.9,2.73,Pass
S02203,Male,16,High School,Low,Yes,Moderate,2.82,83.9,6.64,2.4,71,61.9,1,No,56.2,43.7,50.7,43.2,44.7,1.94,Fail
S02204,Male,17,Master,High,Yes,Quiet,2.25,83.7,4.79,3.3,71.7,86.9,1,No,28.5,51,34.4,39.7,34.9,1.61,Fail
S02205,Male,18,High School,Medium,Yes,Quiet,2.79,86.9,7.51,3,99.9,70.4,2,No,46,19.4,51.1,43.2,40,1.28,Fail
S02206,Male,17,High School,Low,Yes,Quiet,1.95,96.8,8.17,2,40,68.6,3,No,32.9,33.3,32.4,32.2,31.6,1.26,Fail
S02207,Male,17,Master,Medium,No,Quiet,3.94,100,6.16,0.4,100,58.9,3,Yes,62.6,62.2,75.5,66.7,67.4,2.71,Pass
S02208,Female,15,Bachelor,Low,Yes,Moderate,1.86,82.3,7.81,1.7,100,63,2,No,45.4,53.9,34.8,62,49.3,2.09,Fail
S02209,Female,16,High School,Medium,Yes,Moderate,1.8,74.1,6.39,1.7,66.7,63.1,2,No,46.7,41.1,15.8,34.3,33.1,1.28,Fail
S02210,Male,18,High School,Medium,Yes,Quiet,3.62,76.8,5.65,3.3,72.7,70.7,3,No,53.2,58.5,59.4,38,51.8,1.86,Pass
S02211,Male,15,Bachelor,Medium,Yes,Moderate,3.87,100,6.39,2.4,87.3,93.8,0,No,58.6,80.5,71.1,77.9,68.2,2.32,Pass
S02212,Male,16,Bachelor,Medium,Yes,Quiet,2.73,99.8,6.82,1.3,83.8,48.4,4,No,42.6,35.6,47.5,49.8,44.2,1.26,Fail
S02213,Female,18,PhD,Low,Yes,Moderate,4.04,74.1,5.68,2.3,94.8,72,4,No,59.5,62.6,60.3,53,60,2.25,Pass
S02214,Male,18,PhD,Medium,Yes,Noisy,3.96,100,8.35,2,87.5,96.6,1,No,73.6,67.6,77.9,65.1,72.6,2.63,Pass
